"V1"	"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"peptidase_id"	"peptidase_family"	"peptidase_hit"	"peptidase_RBH"	"peptidase_identity"	"peptidase_bitScore"	"peptidase_eVal"	"pfam_hits"	"cazy_ids"	"cazy_hits"	"cazy_subfam_ec"	"cazy_best_hit"	"heme_regulatory_motif_count"
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3892"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3892	4347812	4348303	1	"C"	""	""	"A0A285HUQ8_9PSED"	"UniRef90_A0A285HUQ8 DNA-binding transcriptional regulator, MarR family n=29 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A285HUQ8_9PSED"	"Pseudomonadaceae"	FALSE	0.876	299	9.271e-90	""	""	""	NA	NA	NA	NA	"MarR family [PF01047.26]; MarR family [PF12802.11]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3893"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3893	4348951	4350261	-1	"B"	""	""	"A0A554PCJ4_9PSED"	"UniRef90_A0A554PCJ4 OprD family porin n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PCJ4_9PSED"	"Pseudomonadaceae"	TRUE	0.953	875	6.161e-284	""	""	""	NA	NA	NA	NA	"outer membrane porin, OprD family [PF03573.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3894"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3894	4350593	4351828	1	"B"	"K05819"	"MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter"	"A0A554PBZ4_9PSED"	"UniRef90_A0A554PBZ4 3-(3-hydroxy-phenyl)propionate transporter MhpT n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBZ4_9PSED"	"Pseudomonadaceae"	TRUE	0.891	764	5.355e-246	""	""	""	NA	NA	NA	NA	"Sugar (and other) transporter [PF00083.28]; Major Facilitator Superfamily [PF07690.20]; Uncharacterised MFS-type transporter YbfB [PF06779.18]; Transmembrane secretion effector [PF05977.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3895"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3895	4352226	4353356	1	"B"	""	""	"A0A554PBX7_9PSED"	"UniRef90_A0A554PBX7 Toxin n=3 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBX7_9PSED"	"Pseudomonadaceae"	TRUE	0.975	738	1.131e-237	""	""	""	NA	NA	NA	NA	"Cytotoxic [PF09000.14]; S-type Pyocin [PF06958.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3896"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3896	4353353	4353577	1	"C"	""	""	"A0A554PBY1_9PSED"	"UniRef90_A0A554PBY1 Uncharacterized protein n=9 Tax=Pseudomonas TaxID=286 RepID=A0A554PBY1_9PSED"	"Pseudomonas"	FALSE	0.989	157	3.125e-42	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3897"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3897	4353788	4355527	1	"B"	""	""	"A0A1Q8ENX9_9PSED"	"UniRef90_A0A1Q8ENX9 Dipeptidase n=70 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8ENX9_9PSED"	"Pseudomonadaceae"	TRUE	0.882	1063	0	"MER0851595"	"M20X"	"MER0851595 - family M20 unassigned peptidases (Pseudomonas sp. GM17) [M20.UPW]#M20X#{peptidase unit: 108-573}~source J2N7Y2~"	TRUE	0.938	918	1.762e-298	"Peptidase family M20/M25/M40 [PF01546.32]; Peptidase dimerisation domain [PF07687.18]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3898"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3898	4355893	4356642	1	"B"	"K20330"	"LuxR family transcriptional regulator, activator of tox operons"	"A0A2N8AKY0_9PSED"	"UniRef90_A0A2N8AKY0 LuxR family transcriptional regulator n=31 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A2N8AKY0_9PSED"	"Pseudomonadaceae"	TRUE	0.88	449	6.396e-140	""	""	""	NA	NA	NA	NA	"Bacterial regulatory proteins, luxR family [PF00196.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3899"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3899	4356803	4357381	-1	"B"	""	""	"A0A3G7TQH3_9PSED"	"UniRef90_A0A3G7TQH3 Nitrilotriacetate monooxygenase component B n=31 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7TQH3_9PSED"	"Pseudomonadaceae"	TRUE	0.917	370	5.769e-114	""	""	""	NA	NA	NA	NA	"Flavin reductase like domain [PF01613.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3900"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3900	4357406	4357588	-1	"C"	""	""	"UPI002012BC07"	"UniRef90_UPI002012BC07 cation:proton antiporter n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=UPI002012BC07"	"Pseudomonas chlororaphis"	FALSE	0.843	107	3.342e-25	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3901"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3901	4357597	4358640	-1	"B"	""	""	"A0A7S5LPI2_9PSED"	"UniRef90_A0A7S5LPI2 Potassium transporter n=22 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A7S5LPI2_9PSED"	"Gammaproteobacteria"	TRUE	0.893	558	7.201e-176	""	""	""	NA	NA	NA	NA	"Sodium/hydrogen exchanger family [PF00999.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3902"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3902	4358637	4358783	-1	"C"	""	""	"A0A3G7N178_9PSED"	"UniRef90_A0A3G7N178 Flavin reductase n=3 Tax=Pseudomonas TaxID=286 RepID=A0A3G7N178_9PSED"	"Pseudomonas"	FALSE	0.811	83	6.368e-17	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3903"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3903	4358783	4359874	-1	"B"	"K19982"	"aminopyrrolnitrin oxygenase [EC:1.14.13.-]"	"PRND_PSEFL"	"UniRef90_P95483 Aminopyrrolnitrin oxygenase PrnD n=294 Tax=Pseudomonadota TaxID=1224 RepID=PRND_PSEFL"	"Pseudomonadota"	TRUE	0.98	752	5.325e-243	""	""	""	NA	NA	NA	NA	"Rieske [2Fe-2S] domain [PF00355.30]; 3-Ketosteroid 9alpha-hydroxylase C-terminal domain [PF19298.3]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3904"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3904	4359899	4361602	-1	"B"	"K14257"	"tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]"	"PRNC_PSEFL"	"UniRef90_P95482 Monodechloroaminopyrrolnitrin halogenase PrnC n=448 Tax=Bacteria TaxID=2 RepID=PRNC_PSEFL"	"Bacteria"	TRUE	0.98	1174	0	""	""	""	NA	NA	NA	NA	"Tryptophan halogenase [PF04820.18]; FAD binding domain [PF01494.23]; FAD dependent oxidoreductase [PF01266.28]; Lycopene cyclase protein [PF05834.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3905"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3905	4361646	4362728	-1	"B"	"K19981"	"monodechloroaminopyrrolnitrin synthase"	"A0A1X1P686_9BURK"	"UniRef90_A0A1X1P686 Monodechloroaminopyrrolnitrin synthase PrnB n=77 Tax=Burkholderiaceae TaxID=119060 RepID=A0A1X1P686_9BURK"	"Burkholderiaceae"	TRUE	0.867	651	9.319e-208	""	""	""	NA	NA	NA	NA	"Monodechloroaminopyrrolnitrin synthase PrnB [PF08933.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3906"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3906	4362728	4364344	-1	"B"	"K14266"	"tryptophan 7-halogenase [EC:1.14.19.9]"	"TRP7H_PSEFL"	"UniRef90_P95480 Tryptophan 7-halogenase PrnA n=333 Tax=Pseudomonadota TaxID=1224 RepID=TRP7H_PSEFL"	"Pseudomonadota"	TRUE	0.968	1098	0	""	""	""	NA	NA	NA	NA	"Tryptophan halogenase [PF04820.18]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3907"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3907	4364575	4365510	-1	"B"	""	""	"A0A7S5HQF4_9PSED"	"UniRef90_A0A7S5HQF4 Uncharacterized protein n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=A0A7S5HQF4_9PSED"	"Pseudomonas chlororaphis"	TRUE	0.931	608	4.201e-194	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3908"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3908	4365698	4365895	1	"C"	""	""	"A0A3G7TQJ3_9PSED"	"UniRef90_A0A3G7TQJ3 Multidrug efflux system, outer membrane factor lipoprotein OprM n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=A0A3G7TQJ3_9PSED"	"Pseudomonas chlororaphis"	FALSE	0.895	124	7.101e-31	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3909"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3909	4366108	4366533	-1	"C"	""	""	"UPI0002618A3F"	"UniRef90_UPI0002618A3F fimbrial protein n=8 Tax=Pseudomonadaceae TaxID=135621 RepID=UPI0002618A3F"	"Pseudomonadaceae"	FALSE	0.974	291	1.304e-87	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3910"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3910	4367162	4367626	1	"C"	""	""	"A0A554PBW8_9PSED"	"UniRef90_A0A554PBW8 Methylmalonyl-CoA epimerase n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBW8_9PSED"	"Pseudomonadaceae"	FALSE	0.979	320	2.392e-97	""	""	""	NA	NA	NA	NA	"Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.10]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.29]; Glyoxalase-like domain [PF13468.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3911"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3911	4367791	4373787	1	"B"	""	""	"UPI00087B28F1"	"UniRef90_UPI00087B28F1 hypothetical protein n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=UPI00087B28F1"	"Pseudomonas chlororaphis"	TRUE	0.895	3724	0	"MER0273781"	"U69"	"MER0273781 - family U69 unassigned peptidases (Oligotropha carboxidovorans) [U69.UPW]#U69#{peptidase unit: 461-726}~source YP_004632939~"	FALSE	0.26	88	1.829e-15	"Domain of unknown function (DUF5801) [PF19116.4]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3912"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3912	4374061	4378653	1	"B"	""	""	"A0A7S5HQE7_9PSED"	"UniRef90_A0A7S5HQE7 T1SS-143 domain-containing protein n=27 Tax=Pseudomonas TaxID=286 RepID=A0A7S5HQE7_9PSED"	"Pseudomonas"	TRUE	0.89	2833	0	"MER0273781"	"U69"	"MER0273781 - family U69 unassigned peptidases (Oligotropha carboxidovorans) [U69.UPW]#U69#{peptidase unit: 461-726}~source YP_004632939~"	FALSE	0.249	81	1.861e-13	"Domain of unknown function (DUF5801) [PF19116.4]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3913"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3913	4379000	4385956	1	"B"	""	""	"UPI00087C6E19"	"UniRef90_UPI00087C6E19 hypothetical protein n=1 Tax=Pseudomonas chlororaphis TaxID=587753 RepID=UPI00087C6E19"	"Pseudomonas chlororaphis"	TRUE	0.889	4287	0	"MER0273781"	"U69"	"MER0273781 - family U69 unassigned peptidases (Oligotropha carboxidovorans) [U69.UPW]#U69#{peptidase unit: 461-726}~source YP_004632939~"	FALSE	0.249	81	1.756e-13	"Domain of unknown function (DUF5801) [PF19116.4]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3914"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3914	4386208	4386924	-1	"B"	""	""	"A0A554PBX5_9PSED"	"UniRef90_A0A554PBX5 Response regulator transcription factor n=43 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBX5_9PSED"	"Pseudomonadaceae"	TRUE	0.965	486	5.138e-153	""	""	""	NA	NA	NA	NA	"Bacterial regulatory proteins, luxR family [PF00196.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3915"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3915	4387495	4388856	-1	"B"	""	""	"A0A7S5HQA1_9PSED"	"UniRef90_A0A7S5HQA1 Channel protein TolC n=53 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HQA1_9PSED"	"Pseudomonadaceae"	TRUE	0.889	840	2.027e-271	""	""	""	NA	NA	NA	NA	"Outer membrane efflux protein [PF02321.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3916"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3916	4388895	4390208	-1	"B"	"K12537"	"membrane fusion protein, type I secretion system"	"A0A3G7TSH7_9PSED"	"UniRef90_A0A3G7TSH7 Membrane fusion protein (MFP) family protein n=39 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7TSH7_9PSED"	"Pseudomonadaceae"	TRUE	0.888	809	3.302e-261	""	""	""	NA	NA	NA	NA	"Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.9]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3917"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3917	4390201	4391976	-1	"B"	"K12536"	"ATP-binding cassette, subfamily C, type I secretion system permease/ATPase"	"A0A5M7CF98_9PSED"	"UniRef90_A0A5M7CF98 ATP-binding cassette, subfamily C, EexD n=47 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A5M7CF98_9PSED"	"Pseudomonadaceae"	TRUE	0.918	1135	0	""	""	""	NA	NA	NA	NA	"ABC transporter [PF00005.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3918"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3918	4392524	4393255	-1	"B"	"K05799"	"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"	"A0A554PC32_9PSED"	"UniRef90_A0A554PC32 FadR family transcriptional regulator n=21 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PC32_9PSED"	"Pseudomonadaceae"	TRUE	0.941	468	9.445e-147	""	""	""	NA	NA	NA	NA	"Bacterial regulatory proteins, gntR family [PF00392.25]; FCD domain [PF07729.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3919"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3919	4393659	4394333	1	"B"	""	""	"A0A7S5LNV3_9PSED"	"UniRef90_A0A7S5LNV3 Amino acid ABC transporter permease n=6 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LNV3_9PSED"	"Pseudomonadaceae"	TRUE	0.872	407	3.463e-126	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3920"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3920	4394336	4395070	1	"B"	"K02029"	"polar amino acid transport system permease protein"	"A0A554PCH7_9PSED"	"UniRef90_A0A554PCH7 Amino acid ABC transporter permease n=10 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PCH7_9PSED"	"Pseudomonadaceae"	TRUE	0.908	465	1.233e-145	""	""	""	NA	NA	NA	NA	"Binding-protein-dependent transport system inner membrane component [PF00528.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3921"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3921	4395067	4395852	1	"B"	"K02028"	"polar amino acid transport system ATP-binding protein [EC:7.4.2.1]"	"A0A8A9ZNS0_9PSED"	"UniRef90_A0A8A9ZNS0 Amino acid ABC transporter ATP-binding protein n=9 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A8A9ZNS0_9PSED"	"Pseudomonadaceae"	TRUE	0.957	489	1.215e-153	""	""	""	NA	NA	NA	NA	"ABC transporter [PF00005.31]; RecF/RecN/SMC N terminal domain [PF02463.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3922"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3922	4395880	4396833	1	"B"	"K19743"	"1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]"	"A0A554PBV9_9PSED"	"UniRef90_A0A554PBV9 Delta(1)-pyrroline-2-carboxylate reductase family protein n=14 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBV9_9PSED"	"Pseudomonadaceae"	TRUE	0.946	631	6.409e-202	""	""	""	NA	NA	NA	NA	"Ornithine cyclodeaminase/mu-crystallin family [PF02423.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3923"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3923	4396935	4397942	1	"B"	"K01777"	"proline racemase [EC:5.1.1.4]"	"A0A7S5LPK2_9PSED"	"UniRef90_A0A7S5LPK2 Proline racemase n=7 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5LPK2_9PSED"	"Pseudomonadaceae"	TRUE	0.996	707	1.074e-227	""	""	""	NA	NA	NA	NA	"Proline racemase [PF05544.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3924"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3924	4398029	4398853	1	"B"	"K02030"	"polar amino acid transport system substrate-binding protein"	"A0A7S5HQJ3_9PSED"	"UniRef90_A0A7S5HQJ3 Cysteine ABC transporter substrate-binding protein n=8 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HQJ3_9PSED"	"Pseudomonadaceae"	TRUE	0.937	541	2.6e-171	""	""	""	NA	NA	NA	NA	"Bacterial extracellular solute-binding proteins, family 3 [PF00497.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3925"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3925	4398928	4399119	1	"C"	"K01821"	"4-oxalocrotonate tautomerase [EC:5.3.2.6]"	"A0A7S5HQG4_9PSED"	"UniRef90_A0A7S5HQG4 2-hydroxymuconate tautomerase n=6 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HQG4_9PSED"	"Pseudomonadaceae"	FALSE	0.928	125	2.48e-31	""	""	""	NA	NA	NA	NA	"Tautomerase enzyme [PF01361.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3926"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3926	4399552	4400511	-1	"B"	""	""	"A0A7S5HQJ0_9PSED"	"UniRef90_A0A7S5HQJ0 AraC family transcriptional regulator n=11 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HQJ0_9PSED"	"Pseudomonadaceae"	TRUE	0.931	624	2.805e-199	"MER0068260"	"C56"	"MER0068260 - family C56 non-peptidase homologues (Pseudomonas fluorescens) [C56.UNW]#C56#{peptidase unit: 10-187}~source YP_259530~"	FALSE	0.566	191	4.975e-52	"Helix-turn-helix domain [PF12833.11]; DJ-1/PfpI family [PF01965.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3927"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3927	4400606	4401076	1	"C"	""	""	"A0A554PBX1_9PSED"	"UniRef90_A0A554PBX1 Tautomerase n=9 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBX1_9PSED"	"Pseudomonadaceae"	FALSE	0.986	327	1.23e-99	""	""	""	NA	NA	NA	NA	"Tautomerase enzyme [PF01361.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3928"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3928	4401189	4401938	-1	"B"	"K01816"	"hydroxypyruvate isomerase [EC:5.3.1.22]"	"A0A1E1FZJ8_9PSED"	"UniRef90_A0A1E1FZJ8 Hydroxypyruvate isomerase n=19 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1E1FZJ8_9PSED"	"Pseudomonadaceae"	TRUE	0.959	504	3.165e-159	""	""	""	NA	NA	NA	NA	"Xylose isomerase-like TIM barrel [PF01261.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3929"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3929	4401898	4402632	-1	"B"	""	""	"A0A285HVA2_9PSED"	"UniRef90_A0A285HVA2 Arylsulfatase n=15 Tax=Pseudomonas TaxID=286 RepID=A0A285HVA2_9PSED"	"Pseudomonas"	TRUE	0.914	451	7.642e-141	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3930"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3930	4402784	4403683	1	"B"	""	""	"A0A0R3AD60_9PSED"	"UniRef90_A0A0R3AD60 GntR family transcriptional regulator n=52 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0R3AD60_9PSED"	"Pseudomonadaceae"	TRUE	0.895	556	3.835e-176	""	""	""	NA	NA	NA	NA	"Bacterial regulatory proteins, gntR family [PF00392.25]; FCD domain [PF07729.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3931"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3931	4403912	4406368	1	"B"	""	""	"I4L9E0_9PSED"	"UniRef90_I4L9E0 Quinoprotein glucose dehydrogenase n=53 Tax=Pseudomonadaceae TaxID=135621 RepID=I4L9E0_9PSED"	"Pseudomonadaceae"	TRUE	0.936	1605	0	""	""	""	NA	NA	NA	NA	"PQQ-like domain [PF13360.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3932"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3932	4407036	4407773	1	"B"	"K07090"	"uncharacterized protein"	"A0A554PBV1_9PSED"	"UniRef90_A0A554PBV1 Probable membrane transporter protein n=27 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBV1_9PSED"	"Pseudomonadaceae"	TRUE	0.911	468	7.569e-147	""	""	""	NA	NA	NA	NA	"Sulfite exporter TauE/SafE [PF01925.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_3933"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	3933	4407803	4408762	1	"B"	""	""	"A0A554PBU9_9PSED"	"UniRef90_A0A554PBU9 TauD/TfdA family dioxygenase n=12 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PBU9_9PSED"	"Pseudomonadaceae"	TRUE	1	677	9.326e-218	""	""	""	NA	NA	NA	NA	"Taurine catabolism dioxygenase TauD, TfdA family [PF02668.20]"	""	""	""	""	0
